"","X","country","description","designation","points","price","province","region_1","region_2","variety","winery"
"477",130870,"US","More woodsy than fruity, with just a few cherry notes peaking out from behind the humus and forest floor overtones. Chambourcin's off-beat personality asserts itself in the mouth, where candied notes and vanilla from oak treatment dominate. Short, slightly sharp finish.","Portfolio Collection",80,26,"Pennsylvania","Pennsylvania","","Chambourcin","Chaddsford"
"478",36231,"US","This Chambourcin has medium-intense aromas of chocolate-covered cherries, dill and caramel popcorn. The medium-bodied palate feels limp due to soft tannins and languid acids.","Collector's Series",82,25,"Missouri","Missouri","","Chambourcin","Les Bourgeois"
"479",10153,"US","A shy aroma of Meyer lemon zest sits on top of a broad note of dark cherry. The medium-bodied palate tastes washed out, and it finishes with elevated acidity that veers tart.","",82,16,"Virginia","Virginia","","Chambourcin","Stanburn"
"480",111540,"US","Orange citrus and flowers lead the nose, and on the palate exhibits lime, apple and spice. It's a touch sweet but overall, enjoyable and unique.","",84,12,"New York","Finger Lakes","Finger Lakes","Traminette","Fulkerson"
"481",66565,"US","A beautiful nose of delicate white flowers entices with this Traminette from New York. On the palate, the wine offers a combination of citrus and pear which is both elegant and an interesting match to myriad foods. Very pretty and a good price.","",87,12,"New York","Finger Lakes","Finger Lakes","Traminette","Fulkerson"
"482",30125,"US","On first sniff, the scent of sulfur shrouds this wine, but it fades with air to reveal tinges of grapefruit, white pepper, honeysuckle and a legume-like quality. The flavors seem restrained from the start, but they gain intensity with time. Zesty acidity gives the palate cut.","",85,14,"Virginia","Virginia","","Traminette","Rosemont"
"483",7789,"US","A ripe-smelling wine, with notes of wilted flower, lychee and papaya flesh. It feels amorphous on attack, and the clingy finish shows some bitterness.","Vino Signora",81,15,"Virginia","Monticello","","Traminette","Glass House"
"484",67440,"US","Orange citrus and flowers lead the nose, and on the palate exhibits lime, apple and spice. It's a touch sweet but overall, enjoyable and unique.","",84,12,"New York","Finger Lakes","Finger Lakes","Traminette","Fulkerson"
"485",33227,"US","Fruit is the star of this crisp wine. It bursts with pineapples, tangerines, limes and honeysuckle flowers, with a savory touch of vanilla and buttered toast. Best of all is the brisk acidity that highlights the richness.","",90,17,"California","Sonoma County","Sonoma","Semillon-Sauvignon Blanc","Stickybeak"
"486",114715,"US","Wonderfully ripe, rich and lush with peaches and cream flavors. The Semillon, which comprises 72% of the blend, is from a warm site on the Wahluke Slope. It is fermented and matured in neutral French Oak barrels. The Sauvignon Blanc is Yakima Valley fruit, tank-fermented. Exceptionally polished and deeply flavorful, this is one of Washington's very best white Bordeaux blends.","",93,21,"Washington","Columbia Valley (WA)","Columbia Valley","Semillon-Sauvignon Blanc","Buty"
"487",132784,"US","Always a sophisticated dry white wine, this year's Sémillon-Sauvignon Blanc blend is rich and complex. It has citrus rind, nectarine, peach and white pepper flavors, while barrel fermentation and sur lie aging add even richer, creamier notes.","Seta White Wine",89,25,"California","Napa Valley","Napa","Semillon-Sauvignon Blanc","Signorello"
"488",76613,"US","An unoaked marriage of Sémillon (55%) and Sauvignon Blanc (45%) from Steven Kent Winery's new estate vineyard, this light golden-colored wine has flowery aromas that give way to a lush minerality of slate and stone, with good texture, lemony lightness and balance though not as lush a finish as of yet. Age another 1–3 years.","Lola Ghielmetti Vineyard",88,20,"California","Livermore Valley","Central Coast","Semillon-Sauvignon Blanc","Steven Kent"
"489",7904,"US","This blend of 55% Sémillon and 45% Sauvignon Blanc offers aromas of fresh-cut apple and pear with an undercurrent of grapefruit and lime. Light and ephemeral, the finish leans savory in a big way, a taste of salinity lingering.","Virtú",85,30,"California","Napa Valley","Napa","Semillon-Sauvignon Blanc","St. Supéry"
"490",8076,"US","Remarkably inky in color for a Grenache-based blend, it features strong aromas of cedar, meat and deeply purple fruit. The soft, rich mouthfeel coats the palate like a luxurious lacquer, and features flavors of blackberry jam, macerated cherry and vanilla-spiced plums. The blend of florals, herbals, fruit and oak-driven tannins is masterful. Drink now by itself or with a peppercorn-crusted filet mignon.","Veracity Paderewski Vineyard",95,65,"California","Paso Robles","Central Coast","Grenache Blend","Epoch Estate Wines"
"491",74140,"US","Cedarville's estate-grown, Priorat-inspired blend of 45% Grenache, 30% Syrah and 25% Cabernet Sauvignon, is well made and inclined to age. It's still soft and oaky with a hint of leathery cassis and game. Imagine a Spanish fiesta for this food-friendly wine.","Turnabout's",90,39,"California","Fair Play","Sierra Foothills","Grenache Blend","Cedarville Vineyard"
"492",36400,"US","Cedarville's estate-grown, Priorat-inspired blend of 45% Grenache, 30% Syrah and 25% Cabernet Sauvignon, is well made and inclined to age. It's still soft and oaky with a hint of leathery cassis and game. Imagine a Spanish fiesta for this food-friendly wine.","Turnabout's",90,39,"California","Fair Play","Sierra Foothills","Grenache Blend","Cedarville Vineyard"
"493",109885,"US","This has appealing earthiness, and it's slightly chalky, with chocolaty tannins. Very dry red fruits suggest raspberry, pomegranate and cranberry. The chocolate flavors continue to evolve, somewhat masking the green hints in the tannins. Nicely made, with the softness of well-tanned (Corinthian?) leather.","Phinny Hill Vineyard",90,35,"Washington","Columbia Valley (WA)","Columbia Valley","Carmenère","Tertulia"
"494",60164,"US","This is clean and immaculate, with hints of dried herb under wild berry fruit. In the mouth it is relatively soft, yet a bit more pungent than the other Bordeaux reds from Seven Hills.","",88,28,"Washington","Walla Walla Valley (WA)","Columbia Valley","Carmenère","Seven Hills"
"495",74789,"US","Along with the Carmenère from Reininger, this stylish example belongs in the cellar of anyone with a hunger for this unusual variety. The green olive/herbal nature of the grape is carefully managed, and provides a nuance rather than a dominant flavor. At the core is tart red berry fruit and a wash of dark chocolate.","Avant Garde",90,24,"Washington","Walla Walla Valley (WA)","Columbia Valley","Carmenère","Nodland"
"496",38091,"US","Reininger's Carmenère is again at the top of the (rather small) heap of Washington examples, taming the usual green, herbal edge just enough with well-ripened, brambly berry fruit. There's a touch of white pepper in the finish, another indication that this late-ripening grape was picked at just the right moment.","Seven Hills Vineyard",89,48,"Washington","Walla Walla Valley (WA)","Columbia Valley","Carmenère","Reininger"
"497",36899,"US","Along with the Carmenère from Reininger, this stylish example belongs in the cellar of anyone with a hunger for this unusual variety. The green olive/herbal nature of the grape is carefully managed, and provides a nuance rather than a dominant flavor. At the core is tart red berry fruit and a wash of dark chocolate.","Avant Garde",90,24,"Washington","Walla Walla Valley (WA)","Columbia Valley","Carmenère","Nodland"
"498",30724,"US","This is an aromatically reticent wine with notes of cherry, herbs, and bell pepper. The palate has sweet fruit flavors, soft, chalky tannins and a smoke-filled finish.","Windmill Red",85,15,"Idaho","","","Sangiovese-Cabernet Sauvignon","Williamson Vineyard"
"499",31787,"US","A sturdy structure of acid and tannins, this blends 70% Sangiovese and 30% Cabernet Sauvignon. Offering solid cherry and raspberry flavors, it is not too full bodied, but carries enough richness and depth to last on the finish. It makes for a nice dinner wine with all kinds of Italian food.","Uber Tuscan",88,24,"California","Mendocino County","Mendocino/Lake Counties","Sangiovese-Cabernet Sauvignon","Brutocao"
"500",8409,"US","This wine packs a playful nose, with strawberry, plum blossoms, crushed cloves, cedar and a touch of vanilla proving quite inviting. The palate is light, ripe and drinkable, if not very complex, with flavors of strawberry jam, licorice and milk chocolate.","Super Tuscan",86,44,"California","Temecula Valley","South Coast","Sangiovese-Cabernet Sauvignon","Danza del Sol"
"501",54006,"US","Shows enormous complexity of flavor, a wine that really impresses for its myriad blackberry, cherry, currant, cola, grilled meat, sautéed mushroom, violet and chocolate flavors. If the structure were more firm, it would be a perfect wine. But this is Paso Robles, where the wines will always be soft. A blend of Syrah and Petite Sirah.","Syrée",92,39,"California","Paso Robles","Central Coast","Syrah-Petite Sirah","Vina Robles"
"502",33526,"US","The best wine in the current Corvus lineup, this opens with a fresh boysenberry scent and flavor, leading to a darker core of cassis and black cherry. Whiffs of smoke and a streak of graphite create added interest through the midpalate.","",89,29,"Washington","Red Mountain","Columbia Valley","Syrah-Petite Sirah","Corvus"
"503",8447,"US","Those who love the smell of campfires could park their nose in this wine all day. But this is gourmet smoke, reminiscent of applewood, with hints of vanilla and tea-smoked duck. On the palate, this extremely well-put-together wine is plush, expansive and tastes like blueberry pie, adorned with the buttery crust and all.","Barbareno",94,38,"California","Santa Ynez Valley","Central Coast","Syrah-Petite Sirah","Refugio Ranch"
"504",118268,"US","Lots of juicy black currant, dark chocolate and black pepper flavors in this dark, dry, full-bodied blend of Syrah and Petite Sirah. But the alcohol of 15.8% makes it fiery hot.","Syrée",86,39,"California","Paso Robles","Central Coast","Syrah-Petite Sirah","Vina Robles"
"505",26706,"US","Shows enormous complexity of flavor, a wine that really impresses for its myriad blackberry, cherry, currant, cola, grilled meat, sautéed mushroom, violet and chocolate flavors. If the structure were more firm, it would be a perfect wine. But this is Paso Robles, where the wines will always be soft. A blend of Syrah and Petite Sirah.","Syrée",92,39,"California","Paso Robles","Central Coast","Syrah-Petite Sirah","Vina Robles"
"506",9042,"US","Winemaker Kevin Riley's fascination with resurrecting the Mission grape vines on his property is starting to pay off. This pink, which includes 18% Zinfandel and 7% Grenache, shows ripe watermelon and strawberry aromas. Red plum and red apple flavors show on the palate, enlivened by mandarin orange accents.","Willow Creek Farm Rosé of",89,18,"California","Paso Robles","Central Coast","Mission","Proulx"
